person_id,surname,given_variants,n_companies,n_board_companies,n_observations,top_role,roles,first_year,last_year,regions,sectors,n_name_variants,name_variants,merged_keys,affiliation_notes
l-donnet,L Donnet,,2,2,2,administrateur,administrateur:2,1920,1932,Empire (transversal); Indochine,Groupes financiers transcoloniaux; Plantations à participation française,1,L Donnet,l-donnet,éon
leresche-a,Leresche,A; Alexandre,2,2,2,administrateur,administrateur:2,1906,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,2,A Leresche; Alexandre Leresche,leresche-a,secr. gén. Soudières réunies
pasteur-c,Pasteur,Ch; Charles,2,2,2,administrateur,administrateur:2,1906,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,2,Ch Pasteur; Charles Pasteur,pasteur-c,Cie fse mat. ch. de fer
martinet-h,Martinet,H.-G.; Henri,2,2,2,administrateur,administrateur:1; president_directeur_general:1,1908,1951,Empire (transversal); Pacifique,Bâtiment et travaux publics; Documentation générale (par ordre chronologique),2,H.-G. Martinet; Henri Martinet,martinet-h,chev. L.H.
schmidt-a,Schmidt,A.,2,2,2,administrateur,administrateur:2,1910,1937,Empire (transversal); Pacifique,Bâtiment et travaux publics; Mines et métallurgie,1,A. Schmidt,schmidt-a,
rumilly-a,Rumilly,A.,2,2,2,administrateur,administrateur:2,1948,1953,Empire (transversal),Bâtiment et travaux publics,1,A. Rumilly,rumilly-a,
gane-e,Gane,E,2,2,2,administrateur,administrateur:2,1925,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes miniers transcoloniaux,2,E Gane; Gane,gane; gane-e,sic: Ganne
camus-h,Camus,H.; Henri,2,2,2,administrateur,administrateur:1; president:1,1922,1925,Empire (transversal),Bâtiment et travaux publics,2,H. Camus; Henri Camus,camus-h,
gensel-h,Gensel,Henri; Henri-Augustin,2,2,2,administrateur,administrateur:1; president:1,1922,1925,Empire (transversal),Bâtiment et travaux publics,2,Henri Gensel; Henri-Augustin Gensel,gensel-h,
abel-h,Abel,Henry,2,2,2,administrateur,administrateur:1; president:1,1922,1925,Empire (transversal),Bâtiment et travaux publics,1,Henry Abel,abel-h,
pate-h,Paté,Henri; Henry,2,2,2,administrateur,administrateur:1; president:1,1922,1925,Empire (transversal),Bâtiment et travaux publics,2,Henri Paté; Henry Paté,pate-h,
lamey-f,Lamey,Frédéric,2,2,2,president,president:2,1925,1935,Empire (transversal),Bâtiment et travaux publics,1,Frédéric Lamey,lamey-f,
pernet-g,Pernet,G.; Gabriel,2,2,2,president,president:2,1925,1935,Empire (transversal),Bâtiment et travaux publics,2,G. Pernet; Gabriel Pernet,pernet-g,
egnell-a,Egnell,A.; Axel,2,2,2,administrateur,administrateur:2,1923,1956,Empire (transversal),Bâtiment et travaux publics; Documents généraux (par ordre chronologique),2,A. Egnell; Axel Egnell,egnell-a,ph Mors
c,C°…,,2,2,2,administrateur,administrateur:2,1928,1929,Empire (transversal); Indochine,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,2,C.); C°…,c,
j-perchot,… J. Perchot…,,2,2,2,administrateur,administrateur:2,1920,1923,Empire (transversal); Indochine,Bâtiment et travaux publics; Sociétés françaises ou à participation française,2,J Perchot; … J. Perchot…,j-perchot,ustin
weiss-j,Weiss,J; Jacques,2,2,2,administrateur,administrateur:2,1920,1956,Empire (transversal),Bâtiment et travaux publics; Documents généraux (par ordre chronologique),2,J Weiss; Jacques Weiss,weiss-j,Cpt combus. Als.-Lorr.
doty-j,Doty,John,2,2,2,administrateur,administrateur:2,1920,1920,Empire (transversal); Indochine,Bâtiment et travaux publics; Sociétés françaises ou à participation française,1,John Doty,doty-j,
favre-j,Favre,Jean-Marie,2,2,2,administrateur,administrateur:2,1920,1920,Empire (transversal); Indochine,Bâtiment et travaux publics; Sociétés françaises ou à participation française,1,Jean-Marie Favre,favre-j,
fitsch-j,Fitsch,Joseph,2,2,2,administrateur,administrateur:2,1920,1920,Empire (transversal); Indochine,Bâtiment et travaux publics; Sociétés françaises ou à participation française,1,Joseph Fitsch,fitsch-j,
flaissier-m,Flaissier,Maurice,2,2,2,administrateur,administrateur:2,1920,1920,Empire (transversal); Indochine,Bâtiment et travaux publics; Sociétés françaises ou à participation française,1,Maurice Flaissier,flaissier-m,
de-marchena-a,de Marchena,Albert,2,2,2,administrateur,administrateur:2,1920,1920,Empire (transversal); Indochine,Bâtiment et travaux publics; Sociétés françaises ou à participation française,1,Albert de Marchena,de-marchena-a,
et-joseph-de-villeneuve-bargemont,et Joseph de Villeneuve-Bargemont,,2,2,2,administrateur,administrateur:2,1920,1920,Empire (transversal); Indochine,Bâtiment et travaux publics; Sociétés françaises ou à participation française,1,et Joseph de Villeneuve-Bargemont,et-joseph-de-villeneuve-bargemont,
nicaise-c,Nicaise,C.; Ch.,2,2,2,administrateur,administrateur:2,1922,1933,Empire (transversal),Groupes financiers transcoloniaux,2,C. Nicaise; Ch. Nicaise,nicaise-c,administrateur-délégué de la Lorraine-Dietrich
gignoux-j,Gignoux,J.,2,2,2,administrateur,administrateur:2,1897,1899,Empire (transversal); Proche-Orient,Groupes financiers transcoloniaux,1,J. Gignoux,gignoux-j,
cadoux-j,Cadoux,J.+R; Joseph,2,2,2,administrateur,administrateur:2,1922,1956,Empire (transversal),Documents généraux (par ordre chronologique); Sociétés commerciales transcoloniales,2,J.+R Cadoux; Joseph Cadoux,cadoux-j,
raymond,Raymond,,2,2,2,administrateur,administrateur:2,1897,1925,Empire (transversal),Groupes miniers transcoloniaux,1,Raymond,raymond,R.
h-portier,H Portier,,2,2,2,president,president:1; administrateur:1,1929,1938,Empire (transversal),Groupes financiers transcoloniaux; Groupes miniers transcoloniaux,1,H Portier,h-portier,enri
adm-mm-j-aguillon,Adm.: MM. J. Aguillon,,2,2,2,administrateur,administrateur:2,1938,1938,Empire (transversal),Groupes industriels transcoloniaux; Groupes miniers transcoloniaux,1,Adm.: MM. J. Aguillon,adm-mm-j-aguillon,BPPB; Châtillon-Commentry
moreau-p,Moreau,P.,2,2,2,administrateur,administrateur:1; president:1,1940,1941,Empire (transversal); Indochine,Groupes financiers transcoloniaux; Sociétés foncières et immobilières,2,P. MOREAU; P. Moreau,moreau-p,
am-a,Am.,Armand,2,2,2,administrateur,administrateur:2,1878,1879,Empire (transversal),Groupes miniers transcoloniaux; Transports maritimes,1,Armand Am.,am-a,
giordan-p,Giordan,P,2,2,2,administrateur,administrateur:2,1921,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,2,Giordan; P Giordan,giordan; giordan-p,Eaux minérales Charbonnières
acieries-de-la-marine,aciéries de la Marine,,2,2,2,administrateur,administrateur:2,1916,1920,Empire (transversal); Indochine,Sociétés françaises ou à participation française; Transports maritimes,2,Aciéries de la Marine; aciéries de la Marine,acieries-de-la-marine,
breton,Breton,,2,2,2,administrateur,administrateur:2,1917,1919,Empire (transversal); Indochine,"Transports fluviaux, maritimes et aériens. Ports, phares; Transports maritimes",1,Breton,breton,
hermann,Hermann,,2,2,2,administrateur,administrateur:2,1890,1919,Empire (transversal); Indochine,Documents généraux (par ordre chronologique); Transports maritimes,1,Hermann,hermann,
p-d-g,P.-.D.-G,,2,2,2,administrateur,administrateur:2,1948,1953,Empire (transversal); Indochine,"Bois, meubles, papier, allumettes; Groupes financiers transcoloniaux",1,P.-.D.-G,p-d-g,
baratoux-j,Baratoux,J.; Jules,2,2,2,president,president:1; administrateur:1,1906,1912,Empire (transversal),Sociétés commerciales transcoloniales,2,J. Baratoux; Jules Baratoux,baratoux-j,
l-intendant-general-fernand-bonnier,l'intendant général Fernand Bonnier,,2,2,2,president,president:1; administrateur:1,1923,1925,Empire (transversal); Proche-Orient,Sociétés commerciales transcoloniales,1,l'intendant général Fernand Bonnier,l-intendant-general-fernand-bonnier,off. LH
gillotin,Gillotin,,2,2,2,administrateur,administrateur:2,1890,1918,Empire (transversal); Indochine,Documents généraux (par ordre chronologique); Groupes industriels transcoloniaux,1,Gillotin,gillotin,
empain-j,Empain,J.; Jean,2,2,2,administrateur,administrateur:1; president:1,1928,1928,Empire (transversal); Proche-Orient,Groupes industriels transcoloniaux; Transports terrestres,2,J. Empain; Jean Empain,empain-j,
schwartz-r,Schwartz,Raymond; Rodolphe,2,2,2,administrateur,administrateur:2,1924,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,2,Raymond Schwartz; Rodolphe Schwartz,schwartz-r,secr. gén. Bq pays Europe centrale
moselle,Moselle,,2,2,2,administrateur,administrateur:2,1927,1930,Empire (transversal); Indochine,Documents généraux (par ordre chronologique); Mines,1,Moselle,moselle,février 1920
diot-j,Diot,J.,2,2,2,administrateur,administrateur:2,1953,1953,Empire (transversal); Indochine,Groupes financiers transcoloniaux; Transports terrestres et garages,1,J. Diot,diot-j,
lapareille-p,Lapareillé,P.,2,2,2,administrateur,administrateur:2,1923,1938,Empire (transversal),Groupes industriels transcoloniaux,1,P. Lapareillé,lapareille-p,
e-bonnet,E Bonnet,,2,2,2,administrateur,administrateur:1; president:1,1918,1925,Empire (transversal),Groupes industriels transcoloniaux,1,E Bonnet,e-bonnet,mmanuel
mauselin,Mauselin,,2,2,2,administrateur,administrateur:2,1918,1919,Empire (transversal),Groupes industriels transcoloniaux,1,Mauselin,mauselin,
gallut,Gallut,,2,2,2,administrateur,administrateur:2,1920,1925,Empire (transversal),"Eau et assainissement, électricité (utilities)",1,Gallut,gallut,
reille-l,Reille,L.; Ludovic,2,2,2,administrateur,administrateur:2,1951,1953,Empire (transversal); Indochine,"Eau et assainissement, électricité (utilities); Mines",2,L. Reille; Ludovic Reille,reille-l,
buurmans-r,Buurmans,R; Raymond,2,2,2,administrateur,administrateur:2,1925,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,2,R Buurmans; Raymond Buurmans,buurmans-r,"Mines de fer de Miliana, Alg."
schaller-j,Schaller,J.; Jules,2,2,2,administrateur,administrateur:2,1921,1933,Empire (transversal),Groupes financiers transcoloniaux; Groupes miniers transcoloniaux,2,J. Schaller; Jules Schaller,schaller-j,
ravat-j,Ravat,J.+F; J.-F.,2,2,2,administrateur,administrateur:2,1911,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,2,J.+F Ravat; J.-F. Ravat,ravat-j,
d-hautefort-u,d'HAUTEFORT,Ulric,2,2,2,administrateur,administrateur:2,1937,1942,Empire (transversal); Indochine,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,2,Ulric d'HAUTEFORT; Ulric d'Hautefort,d-hautefort-u,
salomon,Salomon,,2,2,2,administrateur,administrateur:2,1920,1920,Empire (transversal); Indochine,Groupes financiers transcoloniaux; Héveas et caoutchouc,1,Salomon,salomon,
schneegans-a,Schnéegans,A.,2,2,2,administrateur,administrateur:2,1906,1914,Empire (transversal); Indochine,"Banque, gérance, assurances…; Transports maritimes",2,A. Schnéegans; Schnéegans,schneegans; schneegans-a,
arnold-n,Arnold,N.,2,2,2,administrateur,administrateur:2,1912,1919,Empire (transversal); Indochine,Groupes financiers transcoloniaux; Groupes indochinois et dirigeants d'affaires diverses,1,N. Arnold,arnold-n,
edm-cheneviere,Edm. Chenevière,,2,2,2,administrateur,administrateur:2,1912,1919,Empire (transversal); Indochine,Groupes financiers transcoloniaux; Groupes indochinois et dirigeants d'affaires diverses,1,Edm. Chenevière,edm-cheneviere,
parmentier,Parmentier,,2,2,2,president,president:1; administrateur:1,1925,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,1,Parmentier,parmentier,KLG
lacombe,Lacombe,,2,2,2,administrateur,administrateur:2,1922,1993,Empire (transversal); Indochine,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,1,Lacombe,lacombe,
soffo,SOFFO,,2,2,2,administrateur,administrateur:2,1953,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,1,SOFFO,soffo,
merlant-f,Merlant,Francis,2,2,2,vice_president,vice_president:1; administrateur:1,1925,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes industriels transcoloniaux,1,Francis Merlant,merlant-f,ph Amieux
bertoye-l,Bertoye,Louis,2,2,2,administrateur,administrateur:1; president_directeur_general:1,1919,1956,Empire (transversal),Bâtiment et travaux publics; Documents généraux (par ordre chronologique),1,Louis Bertoye,bertoye-l,pdg THEG
industrielle-c,industrielle,Chronique,2,2,2,administrateur,administrateur:2,1920,1921,Empire (transversal); Madagascar et Djibouti,Sociétés commerciales transcoloniales,1,Chronique industrielle,industrielle-c,
veyret,Veyret,,2,2,2,administrateur,administrateur:2,1922,1932,Empire (transversal); Indochine,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,2,VEYRET; Veyret,veyret,Comptoirs d'Extrême-Orient
courtin,Courtin,,2,2,2,administrateur,administrateur:2,1921,1923,Empire (transversal),Groupes financiers transcoloniaux,1,Courtin,courtin,
sohier-e,Sohier,Edm; Edmond,2,2,2,administrateur,administrateur:2,1924,1956,Empire (transversal),Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,2,Edm Sohier; Edmond Sohier,sohier-e,Créd. sucr.+comm.
mathon,Mathon,,2,2,2,administrateur,administrateur:2,1921,1926,Empire (transversal),Groupes financiers transcoloniaux,1,Mathon,mathon,
thomson-houston,Thomson-Houston),,2,2,2,administrateur,administrateur:2,1917,1948,Empire (transversal); Indochine,Groupes financiers transcoloniaux; Sociétés françaises ou à participation française,2,Thomson-Houston; Thomson-Houston),thomson-houston,
lionel-marie-frere-de-mme-pierre-dejardin-verkinde,Lionel-Marie [frère de Mme Pierre Déjardin-Verkinder,,2,2,2,administrateur,administrateur:2,1918,1922,Indochine,Documents généraux (par ordre chronologique); Groupes indochinois et dirigeants d'affaires diverses,1,Lionel-Marie [frère de Mme Pierre Déjardin-Verkinder,lionel-marie-frere-de-mme-pierre-dejardin-verkinde,Jules
censeur-bfci,censeur BFCI],,2,2,2,administrateur,administrateur:2,1918,1922,Indochine,Documents généraux (par ordre chronologique); Groupes indochinois et dirigeants d'affaires diverses,1,censeur BFCI],censeur-bfci,
de-lafaulotte-ewt-a,de Lafaulotte [EWT,Alexandre,2,2,2,administrateur,administrateur:2,1922,1925,Indochine,Documents généraux (par ordre chronologique); Sociétés françaises ou à participation française,1,Alexandre de Lafaulotte [EWT,de-lafaulotte-ewt-a,
sicaf,Sicaf… ],,2,2,2,administrateur,administrateur:2,1922,1925,Indochine,Documents généraux (par ordre chronologique); Sociétés françaises ou à participation française,1,Sicaf… ],sicaf,
richard-h,Richard,H; Horace,2,2,2,administrateur,administrateur:1; president_directeur_general:1,1922,1956,Empire (transversal); Indochine,Documents généraux (par ordre chronologique),2,H Richard; Horace Richard,richard-h,pdg L’Immeuble parisien
hanoi,Hanoï],,2,2,2,administrateur,administrateur:2,1915,1947,Indochine,Documents généraux (par ordre chronologique); Transports terrestres et garages,2,Hanoï. 7; Hanoï],hanoi,
e-de-sincay,E de Sinçay,,2,2,2,administrateur,administrateur:2,1915,1932,Indochine,Documents généraux (par ordre chronologique),1,E de Sinçay,e-de-sincay,dgar; 1858-1935; dgar; Vieille Montagne
pres-marseille,près Marseille,,2,2,2,administrateur,administrateur:2,1915,1938,Indochine,Documents généraux (par ordre chronologique),2,près Marseille; près Marseille],pres-marseille,
e-candlot,É Candlot,,2,2,2,president,president:2,1915,1921,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques; Documents généraux (par ordre chronologique)",2,E Candlot; É Candlot,e-candlot,douard
i-de-schryver,I de Schryver,,2,2,2,president,president:1; administrateur_delegue:1,1910,1925,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques; Documents généraux (par ordre chronologique)",1,I de Schryver,i-de-schryver,sidore; pdt; sidore; pdt et anc. dir. Fr.-belge mat. ch. fer
houtart-f,Houtart,Firmin,2,2,2,administrateur,administrateur:2,1921,1925,Indochine,Documents généraux (par ordre chronologique); Industries diverses,1,Firmin Houtart,houtart-f,
houtart-c,Houtart,Charles,2,2,2,administrateur,administrateur:2,1921,1925,Indochine,Documents généraux (par ordre chronologique); Industries diverses,1,Charles Houtart,houtart-c,tous deux des Verreries à bouteilles du Nord
emery,Émery,,2,2,2,administrateur,administrateur:2,1922,1927,Indochine,Cuirs et textiles; Documents généraux (par ordre chronologique),1,Émery,emery,
